"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"848","Noah Dobson","NYI","D","34","451.41666666667","1","6","4","2","7","33.33","37","2.70","1.62","79","47","22","7","1","4","8","4","4","0","0","3","24","8","25","31","31","0","0","-"
"856","Juuso Riikola","PIT","D","36","499.88333333333","1","6","3","3","7","36.84","38","2.63","2.41","83","58","26","6","1","8","6","3","3","0","0","3","16","8","74","76","24","0","0","-"
"859","Antti Suomela","S.J","C","20","193.76666666667","1","6","2","4","7","70.00","18","5.56","1.87","29","24","19","8","1","3","4","2","2","0","0","2","4","6","27","25","5","51","42","54.84"
"863","Taro Hirose","DET","L","26","326.41666666667","2","5","3","2","7","77.78","21","9.52","1.92","39","31","21","9","1","2","6","3","3","0","0","2","20","6","13","26","16","0","5","0.00"
"867","Joel Kellman","S.J","C","31","358.95","3","4","3","1","7","87.50","31","9.68","2.32","50","40","29","11","2","5","4","2","2","0","0","3","8","8","28","22","18","112","126","47.06"
"6","Deryk Engelland","VGK","D","49","860.26666666667","1","5","2","3","6","16.22","59","1.69","1.45","116","81","21","3","3","2","37","13","11","1","1","7","17","15","114","88","86","0","0","-"
"33","David Backes","ANA, BOS","R","22","206.76666666667","1","5","4","1","6","66.67","34","2.94","2.54","50","45","28","10","0","5","22","7","6","0","1","3","9","5","38","20","8","27","44","38.03"
"124","Robert Bortuzzo","STL","D","42","551.21666666667","2","4","2","2","6","26.09","36","5.56","1.48","65","50","15","7","1","2","21","8","7","1","0","7","10","2","66","34","43","0","0","-"
"200","Calvin de Haan","CHI","D","29","577.41666666667","1","5","2","3","6","28.57","42","2.38","0.91","95","56","17","1","1","4","10","5","5","0","0","6","29","9","93","37","73","0","0","-"
"225","Gabriel Bourque","WPG","L","52","447.35","2","4","1","3","6","66.67","33","6.06","2.78","63","53","32","14","2","2","7","2","1","1","0","4","14","5","125","65","40","2","3","40.00"
"231","Justin Dowling","DAL","C","29","317.68333333333","3","3","3","0","6","54.55","29","10.34","2.5","50","40","25","12","0","3","8","4","4","0","0","0","9","15","25","21","12","42","54","43.75"
"282","Tom Kuhnhackl","NYI","R","28","316.36666666667","3","3","2","1","6","75.00","28","10.71","2.3","46","36","31","15","2","3","2","1","1","0","0","5","11","4","31","21","22","0","0","-"
"324","Nick Shore","TOR, WPG","C","63","578.28333333333","3","3","2","1","6","50.00","45","6.67","3.01","77","63","35","11","4","3","20","10","10","0","0","3","16","14","55","38","20","210","170","55.26"
"335","Brett Ritchie","BOS","R","27","280.9","2","4","3","1","6","60.00","34","5.88","3.01","57","46","32","17","1","2","21","5","3","1","1","5","4","3","89","39","3","2","3","40.00"
"347","Adam Larsson","EDM","D","49","971.73333333333","1","5","2","3","6","15.38","61","1.64","2.42","127","94","22","6","0","7","35","12","10","1","1","3","35","16","112","65","82","0","0","-"
"419","Connor Carrick","N.J","D","29","417.88333333333","1","5","1","4","6","40.00","25","4.00","0.81","51","34","10","1","1","3","17","7","6","1","0","2","12","5","27","52","39","0","0","-"
"447","Scott Sabourin","OTT","R","35","245.5","2","4","2","2","6","85.71","29","6.90","2.36","49","43","26","14","0","1","33","11","9","1","1","7","6","5","74","26","13","0","1","0.00"
"449","Tim Schaller","L.A, VAN","C, L","53","612.85","5","1","0","1","6","50.00","49","10.20","5.32","86","68","54","29","3","8","14","7","7","0","0","7","9","14","51","39","28","7","11","38.89"
"453","Chad Ruhwedel","PIT","D","41","605.53333333333","2","4","0","4","6","26.09","44","4.55","1.31","84","59","23","4","3","2","12","6","6","0","0","8","17","7","74","54","25","0","0","-"
"606","Matthew Highmore","CHI","C","36","353.26666666667","2","4","2","2","6","54.55","35","5.71","3.32","61","44","34","16","2","6","6","3","3","0","0","8","9","15","38","65","9","1","3","25.00"
"655","Mitchell Stephens","T.B","C","38","409.83333333333","3","3","2","1","6","46.15","43","6.98","4.04","82","66","50","19","2","9","10","5","5","0","0","4","4","6","36","27","9","187","169","52.53"
"658","Filip Chlapik","OTT","C","31","271.86666666667","3","3","1","2","6","75.00","27","11.11","2.2","51","42","26","10","3","2","10","5","5","0","0","1","6","8","71","40","11","12","19","38.71"
"667","Yakov Trenin","NSH","C","21","204.43333333333","2","4","2","2","6","66.67","25","8.00","1.99","45","36","28","8","3","7","9","3","2","1","0","3","3","7","46","27","9","3","1","75.00"
"706","Joey Anderson","N.J","R","18","237.9","4","2","1","1","6","66.67","21","19.05","2.54","39","29","20","8","0","2","2","1","1","0","0","1","7","4","16","19","6","3","3","50.00"
"775","Zack MacEwen","VAN","C","17","163.48333333333","5","1","1","0","6","54.55","17","29.41","1.8","31","26","22","11","3","3","20","7","5","2","0","5","8","4","41","19","5","1","1","50.00"
"814","Oscar Fantenberg","VAN","D","36","572.93333333333","1","5","2","3","6","42.86","45","2.22","1.18","98","66","20","3","2","9","6","3","3","0","0","4","11","7","67","56","62","0","0","-"
"851","Karson Kuhlman","BOS","C","25","313.31666666667","1","5","4","1","6","85.71","45","2.22","3.76","75","61","35","22","2","2","13","5","4","1","0","6","5","2","36","37","8","1","3","25.00"
"855","Par Lindholm","BOS","C","40","449.78333333333","3","3","2","1","6","54.55","35","8.57","2.91","60","50","29","14","5","0","4","1","1","0","0","5","13","14","23","41","26","132","156","45.83"
"69","Niklas Hjalmarsson","ARI","D","27","506.6","1","4","2","2","5","35.71","18","5.56","0.63","39","26","9","2","2","4","14","7","7","0","0","1","20","11","20","29","45","0","0","-"
"76","Bryan Little","WPG","C","7","113.05","2","3","2","1","5","83.33","13","15.38","1","25","15","12","7","0","3","2","1","1","0","0","2","2","2","3","3","3","48","58","45.28"
"166","Dale Weise","MTL","R","23","213.13333333333","1","4","3","1","5","62.50","15","6.67","1.14","22","19","14","8","3","2","16","5","3","2","0","4","12","8","70","25","10","0","0","-"
"178","Zac Rinaldo","CGY","C","19","157.11666666667","3","2","1","1","5","83.33","19","15.79","1.73","28","25","12","8","1","1","34","10","7","2","1","6","5","5","69","14","8","0","0","-"
"245","Stephen Johns","DAL","D","17","300.3","2","3","1","2","5","50.00","30","6.67","0.98","65","43","6","0","0","1","10","5","5","0","0","1","11","5","50","24","20","0","0","-"
"274","Jarred Tinordi","NSH","D","28","465.18333333333","1","4","3","1","5","26.32","20","5.00","0.65","52","32","12","2","1","1","34","10","7","2","1","5","18","1","71","53","36","0","0","-"
"284","Tim Heed","S.J","D","38","494.1","1","4","1","3","5","41.67","44","2.27","1.3","94","64","13","3","4","8","2","1","1","0","0","2","17","10","16","31","30","0","1","0.00"
"293","Micheal Ferland","VAN","L","14","137.13333333333","1","4","3","1","5","83.33","15","6.67","1.08","19","17","12","6","0","1","7","2","1","1","0","2","1","2","40","8","2","2","0","100.00"
"322","Logan Shaw","WPG","R","35","238.78333333333","3","2","2","0","5","100.00","20","15.00","1.78","36","30","19","9","1","2","0","0","0","0","0","0","5","2","24","23","13","11","9","55.00"
"437","Joseph Blandisi","PIT","C","21","172.43333333333","2","3","3","0","5","71.43","12","16.67","1.03","21","16","12","6","1","1","10","5","5","0","0","6","1","8","26","21","9","33","48","40.74"
"443","Joakim Ryan","L.A","D","35","670.01666666667","1","4","2","2","5","38.46","54","1.85","1.78","99","73","14","1","1","4","10","5","5","0","0","1","28","6","24","55","46","0","0","-"
"486","Adam Erne","DET","L","56","661.68333333333","2","3","3","0","5","55.56","63","3.17","5.21","106","81","55","33","7","5","28","10","9","0","1","6","27","5","142","32","25","20","13","60.61"
"672","Dean Kukan","CBJ","D","33","527.11666666667","1","4","3","1","5","35.71","51","1.96","2.07","90","67","15","1","0","5","12","6","6","0","0","2","14","7","24","43","28","0","0","-"
"698","Sami Niku","WPG","D","17","274.7","0","5","3","2","5","62.50","27","0.00","0.75","43","32","7","1","0","2","12","6","6","0","0","0","11","2","16","17","19","0","0","-"
"714","Libor Hajek","NYR","D","28","447.56666666667","0","5","2","3","5","29.41","23","0.00","0.76","48","35","12","1","0","0","12","5","5","0","0","5","17","8","24","58","44","0","0","-"
"742","Riley Stillman","FLA","D","34","650.03333333333","0","5","2","3","5","21.74","39","0.00","1.77","83","61","23","4","2","5","14","4","2","2","0","6","28","13","59","49","57","0","0","-"
"743","Noah Gregor","S.J","C","28","281.65","3","2","1","1","5","33.33","33","9.09","3.17","64","47","30","13","3","1","8","4","4","0","0","3","7","6","50","26","6","6","13","31.58"
"759","Patrick Russell","EDM","R","45","511.35","0","5","4","1","5","55.56","58","0.00","6.73","94","85","51","28","3","5","12","6","6","0","0","2","13","9","64","70","25","2","2","50.00"
"770","Matt Luff","L.A","R","18","186.7","1","4","2","2","5","71.43","25","4.00","2.19","47","42","22","10","1","4","2","1","1","0","0","2","4","4","16","8","5","0","3","0.00"
"871","Ville Heinola","WPG","D","8","144.5","1","4","0","4","5","55.56","10","10.00","0.24","18","12","4","0","0","0","4","2","2","0","0","1","15","3","3","14","5","0","0","-"
"881","Jakob Lilja","CBJ","L","37","366.13333333333","2","3","2","1","5","41.67","23","8.70","2.41","43","35","24","10","0","5","2","1","1","0","0","2","8","9","18","35","25","2","2","50.00"
"21","Braydon Coburn","T.B","D","40","562.16666666667","1","3","0","3","4","13.79","44","2.27","1.6","95","62","21","5","2","6","16","8","8","0","0","1","5","3","59","51","28","0","0","-"
"24","Brent Seabrook","CHI","D","32","580.76666666667","3","1","0","1","4","18.18","40","7.50","1.68","78","51","15","4","1","0","8","4","4","0","0","1","27","3","52","44","61","0","0","-"
"51","Roman Polak","DAL","D","41","683.2","0","4","0","4","4","25.00","34","0.00","1.95","73","51","22","10","4","4","24","8","7","0","1","2","22","4","104","36","94","0","0","-"
"93","Korbinian Holzer","ANA, NSH","D","49","785.7","1","3","0","3","4","19.05","39","2.56","1.68","75","58","18","5","1","4","37","17","16","1","0","8","28","2","97","73","96","0","0","-"
"145","Colin Wilson","COL","C","9","113.76666666667","0","4","1","3","4","50.00","12","0.00","1.22","20","17","11","8","0","1","0","0","0","0","0","0","3","1","8","11","2","3","4","42.86"
"146","Mikkel Boedker","OTT","L","20","194.28333333333","2","2","1","1","4","66.67","29","6.90","2.69","44","34","27","15","3","4","0","0","0","0","0","3","8","1","12","12","5","1","3","25.00"
"160","Cameron Gaunce","T.B","D","3","35.6","1","3","2","1","4","100.00","5","20.00","0.2","7","6","2","1","0","4","4","2","2","0","0","0","0","0","5","4","2","0","0","-"
"240","Martin Marincin","TOR","D","26","394.98333333333","1","3","1","2","4","23.53","28","3.57","1.03","71","46","15","3","1","5","14","7","7","0","0","4","22","9","22","27","43","0","0","-"
"336","Markus Granlund","EDM","C","34","368.2","3","1","0","1","4","50.00","26","11.54","3.61","43","34","24","13","0","4","14","7","7","0","0","5","7","11","15","33","18","25","32","43.86"
"379","Phillip Di Giuseppe","NYR","L","20","225.76666666667","1","3","2","1","4","33.33","35","2.86","2.15","50","38","26","10","3","4","2","1","1","0","0","1","4","3","38","18","20","0","2","0.00"
"431","Josh Anderson","CBJ","R","26","417.53333333333","1","3","2","1","4","30.77","63","1.59","5.58","98","83","60","27","3","6","17","7","6","1","0","7","12","9","68","26","13","7","12","36.84"
"450","Danny DeKeyser","DET","D","8","176.48333333333","0","4","1","3","4","44.44","12","0.00","0.94","23","19","4","0","1","3","4","2","2","0","0","0","8","0","6","14","18","0","0","-"
"469","John Hayden","N.J","C","43","417.76666666667","3","1","0","1","4","36.36","39","7.69","2.45","68","52","32","13","4","1","77","19","11","5","3","10","7","13","87","40","27","4","15","21.05"
"489","Valentin Zykov","VGK","L","15","183.16666666667","1","3","1","2","4","57.14","19","5.26","1.57","31","24","19","9","1","1","6","3","3","0","0","1","12","5","20","24","3","0","1","0.00"
"523","Ross Johnston","NYI","L","32","255.6","3","1","1","0","4","50.00","16","18.75","2.59","25","22","23","16","0","2","78","18","9","6","3","12","4","2","93","22","14","1","0","100.00"
"525","Dakota Mermis","N.J","D","10","192.16666666667","1","3","1","2","4","33.33","17","5.88","0.36","33","19","4","0","0","4","4","2","2","0","0","0","7","1","20","22","21","0","0","-"
"550","Brendan Perlini","CHI, DET","L","40","427.83333333333","1","3","2","1","4","50.00","48","2.08","4.96","99","72","62","20","2","3","10","5","5","0","0","4","8","7","22","30","10","0","0","-"
"586","Christoffer Ehn","DET","C","54","562.15","2","2","2","0","4","100.00","36","5.56","3.44","57","47","29","17","0","4","2","1","1","0","0","8","12","6","59","42","18","96","130","42.48"
"608","Dryden Hunt","FLA","L","21","220.35","0","4","2","2","4","57.14","33","0.00","2.23","48","40","25","9","1","6","24","8","7","0","1","3","4","4","37","24","7","0","0","-"
"678","Aleksi Saarela","FLA","C","9","110.23333333333","2","2","2","0","4","57.14","15","13.33","1.35","24","21","12","4","0","1","0","0","0","0","0","0","3","6","1","10","3","6","11","35.29"
"716","Carl Grundstrom","L.A","R","13","165.93333333333","0","4","3","1","4","44.44","16","0.00","1.79","37","29","19","8","0","3","8","4","4","0","0","3","4","0","29","10","4","0","0","-"
"736","Josh Mahura","ANA","D","11","178.5","1","3","1","2","4","50.00","11","9.09","0.48","25","16","6","1","1","2","2","1","1","0","0","0","5","2","2","27","11","0","0","-"
"783","Morgan Geekie","CAR","C","2","23.566666666667","3","1","0","1","4","66.67","4","75.00","0.39","5","4","3","1","0","0","2","1","1","0","0","0","0","1","1","1","4","12","10","54.55"
"790","Jesper Boqvist","N.J","C","35","383.23333333333","4","0","0","0","4","80.00","41","9.76","3.32","70","57","35","13","1","2","8","3","3","0","0","6","11","13","37","43","16","5","11","31.25"
"808","Erik Brannstrom","OTT","D","31","460.11666666667","0","4","3","1","4","25.00","38","0.00","2.55","90","53","17","3","0","1","16","8","8","0","0","6","20","5","15","45","36","0","0","-"
"828","Alexander True","S.J","C","12","120.05","0","4","2","2","4","66.67","12","0.00","0.91","18","15","11","5","1","0","2","1","1","0","0","2","5","2","23","13","2","32","37","46.38"
"839","Isac Lundestrom","ANA","C","15","208.11666666667","0","4","3","1","4","50.00","10","0.00","1.08","21","15","18","5","0","0","0","0","0","0","0","2","2","4","5","15","8","65","74","46.76"
"846","Barrett Hayton","ARI","C","20","222.85","1","3","2","1","4","50.00","27","3.70","2.65","44","33","29","15","0","4","14","7","7","0","0","5","4","8","14","35","3","23","38","37.70"
"858","Ilya Lyubushkin","ARI","D","51","723.76666666667","0","4","3","1","4","14.81","41","0.00","1.64","90","60","15","4","1","8","18","9","9","0","0","4","20","13","151","84","53","0","0","-"
"64","Justin Abdelkader","DET","L","49","565.15","0","3","2","1","3","50.00","40","0.00","3.76","76","61","35","19","5","3","25","11","10","1","0","9","18","10","103","40","26","38","31","55.07"
"68","Vladimir Sobotka","BUF","C","16","228.25","1","2","1","1","3","33.33","23","4.35","1.4","32","25","19","9","3","0","4","2","2","0","0","4","3","3","26","18","7","39","31","55.71"
"77","Alex Biega","DET","D","49","804.63333333333","0","3","2","1","3","17.65","55","0.00","2.18","123","89","25","5","3","9","24","12","12","0","0","9","30","4","115","70","46","0","0","-"
"122","Yannick Weber","NSH","D","41","574.48333333333","1","2","0","2","3","15.00","45","2.22","1.27","94","67","15","2","2","1","14","6","6","0","0","8","11","11","37","42","38","0","0","-"
"144","Luke Schenn","T.B","D","25","311.28333333333","1","2","1","1","3","30.00","31","3.23","0.91","56","42","8","2","1","4","23","10","9","1","0","7","10","5","83","29","21","0","0","-"
"171","Greg Pateryn","MIN","D","20","309.41666666667","0","3","0","3","3","21.43","22","0.00","0.54","53","35","7","1","1","3","6","3","3","0","0","0","6","3","25","27","30","0","0","-"
"177","Luke Witkowski","T.B","R","12","105.63333333333","1","2","1","1","3","100.00","10","10.00","0.95","13","12","7","5","0","0","13","5","4","1","0","2","2","2","38","13","3","0","0","-"
"205","John Moore","BOS","D","24","397.03333333333","2","1","1","0","3","21.43","33","6.06","1.34","68","45","17","4","2","3","11","4","3","1","0","3","7","2","36","42","27","0","0","-"
"234","Andrew Agozzino","ANA, PIT","L","22","161.81666666667","1","2","2","0","3","37.50","10","10.00","1.13","18","14","11","8","1","2","4","2","2","0","0","3","4","5","25","25","7","38","37","50.67"
"236","Matt Irwin","ANA, NSH","D","36","521","0","3","1","2","3","23.08","58","0.00","2.28","125","86","26","4","2","5","15","6","5","1","0","5","13","8","80","68","54","0","0","-"
"370","Matt Tennyson","N.J","D","20","242.93333333333","0","3","0","3","3","18.75","14","0.00","0.59","26","21","6","1","0","0","6","3","3","0","0","4","8","2","27","32","18","0","0","-"
"382","Stefan Matteau","CBJ","C","9","111.25","2","1","0","1","3","60.00","18","11.11","1.62","29","27","15","7","1","1","5","1","0","1","0","1","1","2","27","11","10","0","0","-"
"442","Christian Djoos","ANA, WSH","D","11","210.15","1","2","1","1","3","30.00","13","7.69","0.54","28","18","6","0","0","3","0","0","0","0","0","0","6","2","2","11","12","0","0","-"
"492","Nic Petan","TOR","C","16","177.9","0","3","2","1","3","37.50","19","0.00","2.04","41","33","23","9","1","6","4","2","2","0","0","0","2","4","7","23","4","1","3","25.00"
"569","Andreas Englund","OTT","D","24","261.75","0","3","3","0","3","60.00","10","0.00","0.28","23","13","4","2","0","1","12","3","1","2","0","6","5","4","58","37","16","0","0","-"
"600","Dylan Sikura","CHI","R","9","89.083333333333","1","2","1","1","3","75.00","10","10.00","0.76","12","12","8","2","2","1","0","0","0","0","0","0","0","2","0","7","2","0","3","0.00"
"604","Jake Evans","MTL","C","13","134.58333333333","2","1","0","1","3","75.00","14","14.29","1.4","25","19","13","10","1","1","0","0","0","0","0","1","3","5","16","14","5","29","27","51.79"
"664","Dennis Gilbert","CHI","D","21","329.81666666667","1","2","0","2","3","27.27","12","8.33","0.3","19","15","4","1","0","0","38","9","4","4","1","8","4","2","74","41","33","0","0","-"
"668","Austin Czarnik","CGY","C","8","81.5","2","1","0","1","3","100.00","9","22.22","0.46","13","11","5","1","0","0","0","0","0","0","0","1","2","6","1","5","2","2","4","33.33"
"681","Mikhail Vorobyev","PHI","C","20","208.6","1","2","2","0","3","50.00","15","6.67","0.95","28","21","14","2","1","2","6","3","3","0","0","1","4","5","4","12","3","78","62","55.71"
"688","Christian Jaros","OTT","D","13","136.7","0","3","2","1","3","75.00","5","0.00","0.24","16","10","2","1","1","0","6","2","2","0","0","0","5","1","14","27","12","0","0","-"
"689","Rudolfs Balcers","OTT","L","15","182.08333333333","1","2","2","0","3","37.50","23","4.35","2.59","42","33","32","10","3","4","0","0","0","0","0","0","5","7","19","14","7","0","2","0.00"
"701","Adam Brooks","TOR","C","7","54.966666666667","0","3","2","1","3","100.00","2","0.00","0.4","5","4","3","1","0","1","0","0","0","0","0","1","1","2","0","6","1","5","5","50.00"
"713","Julien Gauthier","CAR, NYR","R","17","140.76666666667","0","3","1","2","3","50.00","10","0.00","1.49","27","20","20","10","1","0","8","4","4","0","0","2","7","3","15","17","7","1","2","33.33"
"715","Rasmus Asplund","BUF","C","29","314.18333333333","1","2","1","1","3","37.50","36","2.78","2.43","44","42","27","15","3","1","6","3","3","0","0","3","7","5","20","15","7","49","65","42.98"
"726","Kieffer Bellows","NYI","L","8","85.2","2","1","0","1","3","75.00","11","18.18","0.89","21","17","12","3","0","0","2","1","1","0","0","3","5","2","12","9","4","0","0","-"
"733","Andrew Peeke","CBJ","D","22","304.83333333333","1","2","1","1","3","27.27","23","4.35","1.13","53","37","7","3","0","1","4","2","2","0","0","2","8","3","25","34","21","0","0","-"
"738","Givani Smith","DET","R","21","203.33333333333","2","1","1","0","3","60.00","22","9.09","2.94","28","24","23","14","1","4","9","3","2","1","0","5","6","2","42","22","3","0","0","-"
"815","Calle Rosen","COL, TOR","D","12","162.91666666667","0","3","0","3","3","50.00","14","0.00","0.48","36","22","9","1","0","1","4","2","2","0","0","2","8","2","3","8","7","0","0","-"
"842","Martin Kaut","COL","R","9","91.233333333333","2","1","1","0","3","75.00","13","15.38","1.37","25","20","17","8","2","0","2","1","1","0","0","1","0","2","9","4","0","1","0","100.00"
"103","Steven Kampfer","BOS","D","10","136.35","0","2","1","1","2","28.57","13","0.00","0.55","28","17","7","2","0","1","2","1","1","0","0","2","1","4","15","16","8","0","0","-"
"156","Cody Goloubef","DET, OTT","D","26","394.88333333333","1","1","0","1","2","13.33","18","5.56","0.62","43","29","9","1","0","0","8","4","4","0","0","3","21","3","45","21","24","0","0","-"
"176","Mark Barberio","COL","D","21","296.08333333333","0","2","2","0","2","16.67","29","0.00","0.82","46","32","10","1","1","2","16","8","8","0","0","3","13","6","13","26","19","0","0","-"
"211","Brandon Pirri","VGK","C","16","201.03333333333","0","2","1","1","2","66.67","24","0.00","3.12","53","37","27","12","3","3","8","4","4","0","0","2","4","8","16","19","5","6","3","66.67"
"256","Nick Bjugstad","PIT","C","13","159.03333333333","1","1","1","0","2","33.33","18","5.56","1.99","39","28","22","10","0","2","8","4","4","0","0","4","5","3","19","15","7","38","58","39.58"
"285","Sam Carrick","ANA","C","9","123.9","1","1","0","1","2","33.33","16","6.25","1.07","26","23","12","5","1","0","0","0","0","0","0","1","5","1","13","21","8","33","39","45.83"
"301","Matthew Peca","MTL, OTT","C","14","146.2","0","2","1","1","2","50.00","7","0.00","1.18","22","14","11","7","2","2","0","0","0","0","0","1","1","0","15","13","4","43","36","54.43"
"304","Scott Wilson","BUF","L","6","69.783333333333","1","1","1","0","2","66.67","8","12.50","0.42","12","11","5","3","0","0","2","1","1","0","0","0","0","5","3","7","0","0","0","-"
"309","Tyler Graovac","VAN","C","8","50.1","2","0","0","0","2","100.00","5","40.00","0.64","9","6","6","2","1","0","2","1","1","0","0","0","2","1","6","5","3","8","14","36.36"
"312","Fredrik Claesson","N.J","D","5","72.433333333333","1","1","1","0","2","50.00","1","100.00","0.03","2","1","1","0","1","0","0","0","0","0","0","0","1","1","5","5","7","0","0","-"
"331","Tomas Jurco","EDM","R","12","119.71666666667","0","2","2","0","2","50.00","7","0.00","0.83","20","16","12","3","0","2","4","2","2","0","0","1","2","6","4","20","3","2","2","50.00"
"339","Xavier Ouellet","MTL","D","12","166.76666666667","0","2","2","0","2","28.57","8","0.00","0.32","28","15","8","1","1","0","4","2","2","0","0","1","4","1","24","18","15","0","0","-"
"354","Sven Baertschi","VAN","L","6","70.933333333333","0","2","2","0","2","50.00","7","0.00","1.05","15","11","10","6","0","1","4","2","2","0","0","3","1","1","5","3","0","0","0","-"
"421","Charles Hudon","MTL","L","15","173.11666666667","1","1","0","1","2","200.00","22","4.55","1.6","42","31","21","6","2","2","0","0","0","0","0","1","2","5","25","18","2","1","3","25.00"
"464","Connor Clifton","BOS","D","31","447.06666666667","2","0","0","0","2","11.11","20","10.00","0.93","54","31","12","5","0","1","12","6","6","0","0","8","7","12","90","71","33","0","0","-"
"526","Nathan Walker","STL","L","5","55.65","1","1","1","0","2","100.00","6","16.67","0.49","10","8","6","1","0","0","4","2","2","0","0","1","1","0","10","4","1","1","0","100.00"
"527","Joel Hanley","DAL","D","8","90.85","0","2","1","1","2","50.00","4","0.00","0.08","10","7","0","0","0","1","6","3","3","0","0","0","5","0","3","7","8","0","0","-"
"531","Christian Folin","MTL","D","16","230.93333333333","1","1","0","1","2","22.22","13","7.69","0.33","31","17","8","3","2","0","13","5","4","1","0","1","8","1","38","40","21","0","0","-"
"605","Jacob Middleton","S.J","D","10","107.66666666667","0","2","2","0","2","66.67","9","0.00","0.26","16","13","2","0","0","2","9","3","2","1","0","2","1","1","18","10","5","0","0","-"
"607","Joe Hicketts","DET","D","6","109.65","0","2","0","2","2","50.00","6","0.00","0.09","12","8","2","0","0","1","2","1","1","0","0","0","3","2","14","12","13","0","0","-"
"611","Cole Bardreau","NYI","C","10","88.7","1","1","1","0","2","100.00","10","10.00","1.07","15","13","12","7","3","0","6","3","3","0","0","1","4","4","21","7","1","21","29","42.00"
"640","Nicholas Merkley","N.J","R","4","45.45","1","1","1","0","2","100.00","8","12.50","0.95","9","9","7","4","0","1","2","1","1","0","0","1","2","2","9","6","2","0","0","-"
"649","Daniel Sprong","ANA","R","8","112.8","1","1","1","0","2","33.33","17","5.88","1.32","31","25","16","5","1","0","0","0","0","0","0","1","0","1","4","6","3","0","0","-"
"650","Jeremy Lauzon","BOS","D","19","293.03333333333","1","1","0","1","2","16.67","20","5.00","1.05","33","27","12","3","1","0","29","9","7","1","1","2","6","3","32","24","23","0","0","-"
"657","Zach Senyshyn","BOS","R","4","33.716666666667","0","2","1","1","2","100.00","1","0.00","0.14","4","2","2","1","0","0","0","0","0","0","0","1","1","1","2","6","1","1","0","100.00"
"739","Nick Caamano","DAL","R","12","119.58333333333","1","1","0","1","2","50.00","13","7.69","1.04","23","21","12","5","0","0","4","2","2","0","0","0","2","1","17","10","3","1","1","50.00"
"740","Connor Bunnaman","PHI","C","21","194.91666666667","1","1","0","1","2","18.18","18","5.56","1.09","22","21","13","7","1","3","2","1","1","0","0","3","4","1","29","20","2","36","60","37.50"
"751","Michael McLeod","N.J","C","12","122.75","0","2","2","0","2","33.33","11","0.00","0.76","16","12","13","3","0","1","4","2","2","0","0","1","0","4","19","15","6","40","40","50.00"
"776","Gerald Mayhew","MIN","C","13","150.13333333333","2","0","0","0","2","22.22","16","12.50","1.34","29","19","16","8","0","3","2","1","1","0","0","0","2","4","11","18","6","3","3","50.00"
"805","Ryan Poehling","MTL","C","27","279.21666666667","1","1","1","0","2","50.00","26","3.85","2.42","44","34","26","14","1","3","4","2","2","0","0","1","8","7","38","40","10","3","12","20.00"
"827","Adam Johnson","PIT","C","7","46.866666666667","1","1","1","0","2","66.67","5","20.00","0.54","6","5","4","2","1","1","2","1","1","0","0","0","1","1","4","9","3","0","0","-"
"854","Joel Persson","EDM","D","13","199.06666666667","0","2","0","2","2","28.57","17","0.00","0.43","33","26","3","0","0","1","2","1","1","0","0","0","8","2","6","15","10","0","0","-"
"862","Logan O'Connor","COL","R","16","134.88333333333","2","0","0","0","2","40.00","15","13.33","1.63","28","19","18","10","2","2","2","1","1","0","0","2","0","5","20","17","8","0","1","0.00"
"864","Nico Sturm","MIN","C","6","71.366666666667","0","2","0","2","2","66.67","2","0.00","0.15","4","3","3","1","0","1","0","0","0","0","0","1","1","1","6","8","5","26","23","53.06"
"40","Andrew Ladd","NYI","L","4","47.85","1","0","0","0","1","50.00","5","20.00","0.4","7","5","6","3","0","1","4","2","2","0","0","0","1","0","23","7","0","0","0","-"
"52","Troy Brouwer","STL","R","13","123.08333333333","1","0","0","0","1","25.00","12","8.33","1.11","21","18","18","8","1","0","7","2","1","1","0","1","2","1","24","8","6","1","1","50.00"
"85","Chris Stewart","PHI","R","16","124.48333333333","0","1","1","0","1","33.33","5","0.00","0.86","12","9","9","4","2","0","21","6","3","3","0","5","1","3","35","6","4","0","0","-"
"137","Micheal Haley","NYR","C","22","121.58333333333","1","0","0","0","1","100.00","9","11.11","1.05","14","13","8","6","0","2","50","11","5","4","2","8","5","1","36","12","6","7","5","58.33"
"159","Aaron Ness","ARI","D","24","300.83333333333","0","1","1","0","1","7.69","11","0.00","0.4","27","19","3","0","0","0","0","0","0","0","0","5","8","1","17","49","20","0","0","-"
"183","Brian Lashoff","DET","D","9","131.01666666667","0","1","0","1","1","50.00","6","0.00","0.16","11","10","0","0","0","2","6","3","3","0","0","0","2","0","16","15","7","0","0","-"
"232","Brandon Manning","EDM","D","9","99.416666666667","1","0","0","0","1","100.00","8","12.50","0.29","16","13","3","1","0","0","17","3","1","1","1","4","8","1","10","8","6","0","0","-"
"257","Derek Forbort","CGY, L.A","D","20","356.25","0","1","0","1","1","20.00","22","0.00","0.68","55","36","9","1","0","2","4","2","2","0","0","0","16","2","35","33","30","0","0","-"
