"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"373","Vinnie Hinostroza","CHI, FLA","C, L","26","319.13333333333","4","8","7","1","12","80.00","33","12.12","2.98","53","40","32","14","3","2","8","4","4","0","0","6","12","10","37","37","3","3","17","15.00"
"385","Danny DeKeyser","DET","D","47","850.68333333333","4","8","3","5","12","35.29","43","9.30","1.52","92","64","24","1","0","1","18","9","9","0","0","2","20","1","44","73","81","0","0","-"
"499","Ivan Barbashev","STL","C","38","507.41666666667","5","7","6","1","12","70.59","43","11.63","5.72","71","58","48","25","3","5","6","3","3","0","0","4","12","9","49","36","15","82","107","43.39"
"502","Nicolas Aube-Kubel","PHI","R","50","558.66666666667","3","9","4","5","12","75.00","53","5.66","4.88","93","76","57","20","3","7","44","18","16","2","0","12","17","16","120","70","16","2","2","50.00"
"534","Pierre Engvall","TOR","L","42","501.03333333333","7","5","3","2","12","60.00","61","11.48","4.38","103","79","61","17","5","3","16","8","8","0","0","3","19","6","43","50","12","102","135","43.04"
"624","Vladislav Gavrikov","CBJ","D","55","1067.0666666667","2","10","4","6","12","35.29","48","4.17","2.09","102","67","25","5","4","3","14","7","7","0","0","2","17","17","69","60","77","0","0","-"
"661","Sam Steel","ANA","C","42","609.76666666667","6","6","3","3","12","63.16","42","14.29","4.78","70","54","47","25","0","4","8","4","4","0","0","5","13","10","41","44","19","237","212","52.78"
"673","Dante Fabbro","NSH","D","40","772.6","2","10","5","5","12","46.15","59","3.39","1.89","101","74","13","3","1","3","23","10","9","1","0","5","26","8","32","67","57","0","0","-"
"687","Jake Bean","CAR","D","42","610.58333333333","1","11","6","5","12","54.55","55","1.82","2.88","116","81","29","4","2","11","10","5","5","0","0","4","18","11","17","49","21","0","0","-"
"706","Ross Colton","T.B","C","30","316.93333333333","9","3","2","1","12","80.00","46","19.57","4.82","74","60","51","22","3","4","16","4","3","0","1","8","4","5","36","33","6","101","107","48.56"
"713","Dylan Gambrell","S.J","C","49","785.4","5","7","2","5","12","54.55","48","10.42","5.58","97","78","69","31","4","3","13","5","4","1","0","8","13","9","77","67","54","279","358","43.80"
"755","Robert Thomas","STL","C","33","448.9","3","9","6","3","12","46.15","22","13.64","3.5","47","39","36","15","0","5","10","5","5","0","0","3","18","10","5","27","11","112","151","42.59"
"779","David Kampf","CHI","C","56","821.35","1","11","6","5","12","54.55","63","1.59","6.45","101","81","64","31","5","8","20","10","10","0","0","12","8","31","45","82","14","410","367","52.77"
"804","Zach Whitecloud","VGK","D","51","908.68333333333","2","10","4","6","12","40.00","54","3.70","3.12","127","88","37","10","3","9","24","12","12","0","0","7","14","9","85","147","75","0","0","-"
"820","K'Andre Miller","NYR","D","53","1118.8166666667","5","7","2","5","12","22.64","62","8.06","2.67","136","89","31","6","2","10","20","9","9","0","0","6","45","33","93","47","77","0","0","-"
"44","Andrew Cogliano","DAL","C","54","752.01666666667","5","6","4","2","11","57.89","88","5.68","7.33","156","119","87","37","7","7","24","9","7","2","0","14","10","12","79","54","24","4","11","26.67"
"65","Cal Clutterbuck","NYI","R","50","671.56666666667","4","7","6","1","11","52.38","50","8.00","5.77","93","73","64","24","5","2","10","5","5","0","0","6","12","18","191","74","23","0","1","0.00"
"141","Matt Martin","NYI","L","54","597.73333333333","6","5","4","1","11","57.89","68","8.82","5.75","93","82","60","30","2","5","36","11","8","2","1","8","6","11","181","42","23","3","9","25.00"
"198","Radko Gudas","FLA","D","54","948.75","2","9","2","7","11","26.83","84","2.38","3.2","167","114","28","2","3","6","40","14","10","4","0","15","33","14","250","99","72","0","0","-"
"214","Tyler Pitlick","ARI","C","38","621.81666666667","6","5","4","1","11","45.83","56","10.71","7.6","126","94","73","38","3","9","16","8","8","0","0","6","5","15","81","57","41","6","9","40.00"
"332","Mark Jankowski","PIT","C","45","482","4","7","2","5","11","78.57","35","11.43","4.27","62","45","36","13","4","2","6","3","3","0","0","2","3","14","35","53","21","151","172","46.75"
"352","Jujhar Khaira","EDM","L","40","481.96666666667","3","8","3","5","11","78.57","41","7.32","3.64","73","60","48","20","5","4","42","11","6","4","1","8","11","7","151","42","21","171","207","45.24"
"378","Christian Djoos","DET","D","36","543.05","2","9","5","4","11","61.11","39","5.13","1.81","77","53","21","3","1","2","14","7","7","0","0","2","21","5","10","19","26","0","0","-"
"389","Michael Raffl","PHI, WSH","L","44","583.11666666667","4","7","5","2","11","68.75","50","8.00","5.73","78","69","49","28","0","6","33","11","9","1","1","8","8","12","71","55","28","32","28","53.33"
"394","Andreas Johnsson","N.J","L","50","696.7","5","6","4","2","11","36.67","65","7.69","6.5","104","87","75","30","1","5","12","6","6","0","0","8","13","23","39","51","17","11","17","39.29"
"398","Will Butcher","N.J","D","23","437.73333333333","1","10","4","6","11","55.00","37","2.70","1.29","75","48","15","2","0","3","2","1","1","0","0","2","8","8","7","24","28","0","0","-"
"467","Jordan Oesterle","ARI","D","43","769.75","1","10","5","5","11","29.73","38","2.63","2.09","86","61","27","4","4","6","10","5","5","0","0","1","21","2","45","78","64","1","0","100.00"
"472","Pierre-Edouard Bellemare","COL","C","53","600.31666666667","9","2","0","2","11","64.71","60","15.00","7.19","101","80","56","24","5","9","21","9","8","1","0","5","11","17","26","32","36","260","168","60.75"
"497","Brendan Lemieux","L.A, NYR","L","49","496.48333333333","4","7","5","2","11","78.57","50","8.00","4.02","94","67","45","21","4","4","73","21","14","5","2","24","13","8","109","41","26","6","20","23.08"
"529","Anders Bjork","BOS, BUF","L","45","624.68333333333","5","6","4","2","11","57.89","41","12.20","3.63","83","62","47","18","6","3","14","7","7","0","0","5","13","25","48","50","13","0","1","0.00"
"562","Christian Fischer","ARI","R","52","662.96666666667","3","8","4","4","11","50.00","47","6.38","5.44","85","67","51","28","4","10","6","3","3","0","0","7","11","7","148","53","27","12","12","50.00"
"601","Yakov Trenin","NSH","C","45","520.3","5","6","5","1","11","61.11","62","8.06","5.66","106","91","56","26","2","8","22","11","11","0","0","4","13","10","94","37","21","4","8","33.33"
"608","Noel Acciari","FLA","C","41","631.13333333333","4","7","7","0","11","47.83","68","5.88","7.74","102","85","67","40","7","12","9","3","2","1","0","10","11","17","91","69","63","272","247","52.41"
"623","Adam Gaudette","CHI, VAN","C","40","444.85","5","6","3","3","11","73.33","66","7.58","7.1","109","91","81","33","1","5","12","6","6","0","0","7","6","9","16","36","22","53","71","42.74"
"636","Philippe Myers","PHI","D","44","830.43333333333","1","10","5","5","11","31.43","77","1.30","2.7","168","109","41","3","2","13","22","11","11","0","0","5","27","19","69","50","40","0","0","-"
"652","Rasmus Asplund","BUF","C","28","359.93333333333","7","4","3","1","11","73.33","34","20.59","3.55","45","41","26","16","1","3","0","0","0","0","0","2","3","14","15","24","3","6","11","35.29"
"653","Carl Grundstrom","L.A","R","47","584.81666666667","6","5","2","3","11","57.89","66","9.09","5.37","101","83","54","28","4","7","16","8","8","0","0","6","9","6","104","58","23","3","4","42.86"
"670","Max Jones","ANA","L","46","651.56666666667","7","4","1","3","11","47.83","77","9.09","8","133","105","87","48","3","11","36","15","13","2","0","19","10","20","100","45","11","5","5","50.00"
"697","Troy Stecher","DET","D","44","761.9","3","8","2","6","11","39.29","55","5.45","1.84","129","82","30","4","2","2","12","6","6","0","0","4","29","9","33","70","46","0","0","-"
"729","Juuso Valimaki","CGY","D","49","756.26666666667","2","9","5","4","11","34.38","72","2.78","2.38","146","98","33","4","2","10","26","13","13","0","0","5","28","9","28","71","60","0","0","-"
"738","Michael Rasmussen","DET","C","40","591.95","3","8","7","1","11","36.67","62","4.84","7.52","94","73","59","39","0","6","26","13","13","0","0","11","9","7","72","60","28","134","168","44.37"
"739","Jaret Anderson-Dolan","L.A","C","34","459.33333333333","7","4","2","2","11","64.71","37","18.92","3.33","65","49","37","17","2","4","6","3","3","0","0","2","7","4","52","38","20","132","170","43.71"
"741","Mikey Anderson","L.A","D","54","1143.4833333333","1","10","4","6","11","29.73","52","1.92","1.7","110","74","24","4","0","6","30","15","15","0","0","6","34","14","66","121","74","0","0","-"
"744","Nico Hischier","N.J","C","21","388.86666666667","6","5","2","3","11","57.89","44","13.64","5.14","77","62","48","25","1","1","4","2","2","0","0","4","7","12","11","32","20","203","158","56.23"
"888","Joel Kiviranta","DAL","L","26","316.51666666667","6","5","4","1","11","61.11","31","19.35","4.28","54","41","34","15","1","1","6","3","3","0","0","2","3","7","40","36","11","1","6","14.29"
"1","Zdeno Chara","WSH","D","55","1007.7166666667","2","8","4","4","10","23.26","67","2.99","2.02","148","97","33","0","2","7","44","14","11","2","1","6","32","14","88","33","67","0","0","-"
"42","Marc Staal","DET","D","56","1030.9333333333","3","7","4","3","10","27.78","53","5.66","2.9","99","72","31","6","1","5","20","10","10","0","0","5","36","9","58","44","45","0","0","-"
"45","James Neal","EDM","L","29","351.01666666667","5","5","3","2","10","45.45","51","9.80","4.07","88","66","50","26","4","2","11","4","3","1","0","2","11","8","26","31","6","2","5","28.57"
"62","Trevor Lewis","WPG","C","56","552.35","5","5","2","3","10","76.92","68","7.35","4.86","112","93","61","27","8","4","2","1","1","0","0","5","8","8","71","73","22","11","8","57.89"
"91","Brendan Smith","NYR","D","48","788.83333333333","5","5","3","2","10","24.39","58","8.62","2.67","114","78","25","6","2","4","73","25","19","5","1","25","26","7","84","74","41","0","0","-"
"93","Colton Sceviour","PIT","C, R","46","440.65","5","5","3","2","10","66.67","53","9.43","3.84","76","62","42","19","4","4","2","1","1","0","0","3","5","9","64","51","28","5","13","27.78"
"131","Travis Hamonic","VAN","D","38","735.95","3","7","3","4","10","41.67","79","3.80","2.44","151","101","30","4","1","8","39","11","7","3","1","4","19","10","48","66","81","0","1","0.00"
"146","Jordie Benn","VAN, WPG","D","39","575.45","1","9","5","4","10","33.33","45","2.22","1.53","92","64","21","4","2","5","9","3","2","1","0","1","19","5","19","31","51","0","0","-"
"165","Calvin de Haan","CHI","D","44","819.15","1","9","4","5","10","38.46","58","1.72","1.98","132","85","24","5","0","11","14","7","7","0","0","7","36","15","99","55","85","0","0","-"
"186","Nicolas Deslauriers","ANA","L","49","554.56666666667","5","5","2","3","10","58.82","65","7.69","6.53","126","104","58","27","2","6","53","15","9","5","1","8","5","4","136","39","20","1","3","25.00"
"212","Patrik Nemeth","COL, DET","D","52","936.56666666667","3","7","3","4","10","29.41","53","5.66","1.3","103","71","22","0","1","5","20","10","10","0","0","2","18","2","87","91","67","0","0","-"
"222","Austin Watson","OTT","L","34","408.08333333333","3","7","3","4","10","58.82","41","7.32","3.85","79","59","42","17","1","3","40","11","5","6","0","13","11","5","100","30","49","6","17","26.09"
"262","Travis Boyd","TOR, VAN","C","39","418.36666666667","5","5","2","3","10","58.82","23","21.74","2.8","49","38","33","12","1","0","2","1","1","0","0","8","6","8","18","51","15","75","85","46.88"
"297","Adam Larsson","EDM","D","56","1100.25","4","6","2","4","10","29.41","52","7.69","3","130","92","31","4","5","5","24","12","12","0","0","4","42","12","166","88","128","1","0","100.00"
"328","Brady Skjei","CAR","D","52","1078.0833333333","3","7","2","5","10","28.57","104","2.88","3.97","179","136","40","6","2","13","30","15","15","0","0","6","42","21","66","91","62","0","0","-"
"354","Jimmy Vesey","TOR, VAN","L","50","635.41666666667","5","5","4","1","10","52.63","58","8.62","6.28","93","81","65","30","6","2","10","5","5","0","0","9","10","12","38","36","19","3","9","25.00"
"377","Nikita Gusev","FLA, N.J","L","31","444.91666666667","4","6","3","3","10","71.43","72","5.56","5.53","117","91","58","17","2","4","2","1","1","0","0","2","21","10","4","15","1","0","0","-"
"471","Frederick Gaudreau","PIT","C","19","248.21666666667","2","8","3","5","10","62.50","20","10.00","2.01","35","28","24","8","3","3","2","1","1","0","0","0","4","14","9","22","9","87","75","53.70"
"571","Nicholas Merkley","N.J","R","27","310.68333333333","2","8","8","0","10","76.92","38","5.26","3.3","62","47","36","15","1","6","7","2","1","1","0","7","7","7","28","17","5","2","6","25.00"
"604","Tanner Kero","DAL","C","39","413.38333333333","3","7","3","4","10","83.33","39","7.69","2.9","63","47","38","20","1","6","6","3","3","0","0","4","10","9","31","32","14","24","14","63.16"
"610","Kevin Stenlund","CBJ","C","32","400.86666666667","5","5","4","1","10","55.56","42","11.90","4.21","75","57","39","19","0","11","8","4","4","0","0","6","8","6","17","45","13","103","115","47.25"
"628","Markus Nutivaara","FLA","D","30","479.26666666667","0","10","3","7","10","45.45","45","0.00","2.15","84","64","21","0","1","5","12","6","6","0","0","2","11","8","35","55","13","0","0","-"
"629","Matt Roy","L.A","D","44","847.18333333333","2","8","1","7","10","34.48","57","3.51","2.34","146","91","28","7","4","7","8","4","4","0","0","6","25","4","61","81","67","0","0","-"
"634","Mason Marchment","FLA","L","33","466.48333333333","2","8","5","3","10","45.45","50","4.00","5.3","90","75","52","24","3","8","18","9","9","0","0","13","11","13","73","79","8","13","21","38.24"
"691","Nathan Bastian","N.J","R","41","517.45","3","7","4","3","10","52.63","46","6.52","5.04","74","66","52","31","2","7","21","9","8","1","0","6","6","11","136","70","25","12","21","36.36"
"700","Drake Caggiula","ARI, BUF","C","38","471.3","3","7","4","3","10","55.56","46","6.52","4.63","78","62","49","25","2","8","19","7","6","1","0","7","10","9","64","28","9","5","8","38.46"
"740","Cody Glass","VGK","C","27","392.58333333333","4","6","4","2","10","50.00","28","14.29","4.26","55","36","37","19","1","8","8","4","4","0","0","6","6","11","10","31","9","110","149","42.47"
"862","Blake Lizotte","L.A","C","41","520.95","3","7","1","6","10","50.00","42","7.14","4.63","77","62","45","24","1","7","16","8","8","0","0","11","6","6","32","53","21","180","174","50.85"
"866","Kirby Dach","CHI","C","18","334.28333333333","2","8","6","2","10","52.63","26","7.69","3.24","50","40","35","16","1","3","4","2","2","0","0","6","4","18","7","64","12","77","114","40.31"
"891","Nikolai Knyzhov","S.J","D","56","937.56666666667","2","8","3","5","10","30.30","51","3.92","1.42","97","63","20","3","2","3","39","17","16","1","0","4","13","18","84","82","54","0","0","-"
"3","Patrick Marleau","S.J","C","56","743.83333333333","4","5","2","3","9","36.00","54","7.41","6.66","97","82","69","39","5","8","10","5","5","0","0","2","8","22","40","36","19","141","159","47.00"
"48","Kris Russell","EDM","D","35","643.71666666667","0","9","4","5","9","52.94","41","0.00","1.7","88","55","17","6","2","6","8","4","4","0","0","4","29","8","41","64","75","0","0","-"
"54","Anton Stralman","FLA","D","38","720.08333333333","3","6","2","4","9","31.03","38","7.89","1.63","80","55","17","5","2","3","8","4","4","0","0","4","20","13","37","55","30","0","0","-"
"73","Artem Anisimov","OTT","C","19","228.48333333333","2","7","4","3","9","75.00","30","6.67","3.08","56","44","36","10","3","1","2","1","1","0","0","0","7","4","9","16","9","36","52","40.91"
"108","Wayne Simmonds","TOR","R","38","455.45","7","2","0","2","9","56.25","62","11.29","6.43","105","83","68","36","2","6","45","10","5","3","2","7","19","13","64","35","15","6","6","50.00"
"125","Tyler Ennis","EDM","C","30","363.78333333333","3","6","3","3","9","75.00","38","7.89","4.04","59","52","37","22","2","2","6","3","3","0","0","4","9","10","43","42","6","6","3","66.67"
"133","Marco Scandella","STL","D","49","977.46666666667","3","6","1","5","9","20.45","55","5.45","1.91","113","64","30","7","3","5","24","12","12","0","0","4","29","19","60","66","64","0","0","-"
"263","Dylan DeMelo","WPG","D","52","882.48333333333","0","9","5","4","9","23.68","44","0.00","1.56","89","63","22","4","2","7","20","10","10","0","0","3","48","9","76","89","58","0","0","-"
"268","Sean Kuraly","BOS","C","47","661.33333333333","4","5","3","2","9","56.25","88","4.55","5.93","133","110","74","27","5","3","20","10","10","0","0","9","13","24","99","57","21","229","170","57.39"
"278","Josh Leivo","CGY","L","38","408.48333333333","6","3","1","2","9","75.00","50","12.00","4.9","94","76","59","22","2","9","10","5","5","0","0","5","10","16","33","20","2","3","9","25.00"
"346","Oskar Sundqvist","STL","C","28","424.31666666667","4","5","4","1","9","69.23","32","12.50","3.6","50","45","33","17","1","5","14","7","7","0","0","5","9","5","50","35","25","115","124","48.12"
"351","Devin Shore","EDM","C","38","415.03333333333","5","4","3","1","9","64.29","27","18.52","3.82","40","34","23","13","0","0","6","3","3","0","0","1","8","15","73","37","26","57","51","52.78"
"397","Tyler Motte","VAN","C","24","384.41666666667","6","3","3","0","9","69.23","40","15.00","3.78","73","55","34","20","1","3","14","7","7","0","0","5","5","13","100","32","28","12","21","36.36"
"500","Marcus Pettersson","PIT","D","47","774.8","2","7","3","4","9","29.03","46","4.35","1.79","94","68","23","3","2","7","22","11","11","0","0","2","12","10","51","126","39","0","0","-"
"554","Jakub Zboril","BOS","D","42","716.21666666667","0","9","4","5","9","40.91","35","0.00","1.14","82","51","24","1","3","3","18","9","9","0","0","8","14","6","63","86","33","0","0","-"
"696","Jacob MacDonald","COL","D","33","493.36666666667","1","8","3","5","9","39.13","49","2.04","2.29","115","74","35","6","0","12","8","4","4","0","0","2","8","8","38","44","31","0","0","-"
"712","Mikhail Maltsev","N.J","L","33","377.75","6","3","1","2","9","56.25","55","10.91","5.88","110","82","52","18","5","0","4","2","2","0","0","7","11","24","26","13","8","74","86","46.25"
"728","Nolan Patrick","PHI","C","52","690.43333333333","4","5","2","3","9","36.00","49","8.16","5.74","104","79","65","30","2","6","20","10","10","0","0","9","17","11","45","61","18","226","204","52.56"
"737","Morgan Geekie","CAR","C","36","352.33333333333","3","6","6","0","9","60.00","30","10.00","2.92","57","42","28","12","0","3","10","5","5","0","0","5","7","5","28","55","6","74","67","52.48"
"787","Jacob Bryson","BUF","D","38","723.73333333333","1","8","4","4","9","26.47","24","4.17","1.04","65","42","15","1","1","2","12","6","6","0","0","4","17","2","32","51","43","0","0","-"
"796","Wyatt Kalynuk","CHI","D","21","341.7","4","5","2","3","9","47.37","26","15.38","1.26","48","36","13","3","1","2","4","2","2","0","0","0","17","2","25","53","21","0","0","-"
"816","Isac Lundestrom","ANA","C","41","624.95","6","3","2","1","9","50.00","52","11.54","4.46","88","72","56","29","2","5","14","7","7","0","0","1","13","18","16","45","19","189","209","47.49"
"36","Alexander Edler","VAN","D","52","1087.1333333333","0","8","5","3","8","19.05","99","0.00","2.3","177","132","24","1","1","14","58","22","19","2","1","9","26","13","80","113","118","0","0","-"
"51","Darren Helm","DET","L","47","689.85","3","5","2","3","8","44.44","83","3.61","6.89","130","97","67","17","4","7","10","5","5","0","0","11","10","13","39","63","20","6","3","66.67"
"63","Leo Komarov","NYI","R","33","423.46666666667","1","7","4","3","8","50.00","27","3.70","2.31","41","33","27","16","1","1","15","6","5","1","0","2","8","10","83","19","11","26","41","38.81"
"79","Ian Cole","COL, MIN","D","54","857.45","1","7","3","4","8","17.02","30","3.33","0.89","57","43","7","1","2","7","32","16","16","0","0","2","24","10","38","49","94","0","0","-"
"122","Jake Gardiner","CAR","D","26","417.23333333333","0","8","4","4","8","40.00","23","0.00","0.87","62","35","11","1","1","2","11","4","3","1","0","1","13","5","15","59","15","0","0","-"
"171","Brayden McNabb","VGK","D","41","791.25","2","6","1","5","8","23.53","39","5.13","2.2","108","64","43","7","6","7","16","8","8","0","0","6","13","8","98","66","76","0","0","-"
"288","Brett Ritchie","CGY","R","32","363.93333333333","4","4","3","1","8","80.00","36","11.11","4.43","77","63","49","20","3","2","24","9","7","2","0","4","9","6","97","37","6","3","6","33.33"
"327","Phillip Di Giuseppe","NYR","L","31","343.88333333333","1","7","6","1","8","72.73","44","2.27","2.34","69","57","27","13","1","7","13","5","4","1","0","3","7","13","78","27","16","3","4","42.86"
"368","Brett Kulak","MTL","D","46","740.95","2","6","4","2","8","30.77","57","3.51","1.79","113","72","28","8","2","5","20","10","10","0","0","4","33","8","28","85","54","0","0","-"
"369","Cedric Paquette","CAR, OTT","C","47","439.28333333333","4","4","0","4","8","66.67","33","12.12","4.67","62","49","41","22","1","6","21","9","8","1","0","8","6","10","136","47","26","33","42","44.00"
"452","Nikita Zadorov","CHI","D","55","1056.2666666667","1","7","2","5","8","24.24","52","1.92","2.07","120","73","30","2","3","6","36","15","13","2","0","7","41","16","190","93","74","0","0","-"
"462","Joel Hanley","DAL","D","35","455.61666666667","0","8","2","6","8","40.00","27","0.00","1.02","51","39","10","2","0","4","2","1","1","0","0","3","7","4","40","55","30","0","0","-"
"539","Dryden Hunt","ARI","L","26","310.63333333333","3","5","3","2","8","100.00","39","7.69","3.63","66","53","38","18","1","5","4","2","2","0","0","5","7","4","94","43","5","4","9","30.77"
"561","Evgeny Svechnikov","DET","R","21","248.18333333333","3","5","3","2","8","88.89","21","14.29","2.61","35","28","25","11","0","5","10","5","5","0","0","0","9","2","20","23","6","1","2","33.33"
"573","Ethan Bear","EDM","D","43","772.35","2","6","2","4","8","27.59","53","3.77","1.95","100","69","21","2","1","7","14","7","7","0","0","8","41","13","31","78","55","0","0","-"
"576","Austin Wagner","L.A","L","44","462.03333333333","4","4","3","1","8","72.73","67","5.97","5.15","100","87","60","26","4","6","15","6","5","1","0","11","6","5","97","46","10","0","2","0.00"
"584","Jeremy Lauzon","BOS","D","41","767.13333333333","1","7","5","2","8","25.00","48","2.08","1.49","98","65","18","3","3","2","40","13","10","2","1","9","20","7","98","80","53","0","0","-"
"627","Steven Lorentz","CAR","C","45","469.75","2","6","1","5","8","57.14","40","5.00","4.28","76","61","48","23","1","2","8","4","4","0","0","3","10","11","47","76","16","158","151","51.13"
"649","Julien Gauthier","NYR","R","30","289.28333333333","2","6","5","1","8","72.73","38","5.26","3.67","56","47","34","24","1","4","14","6","6","0","0","9","9","5","56","27","9","4","4","50.00"
"761","Henri Jokiharju","BUF","D","46","845.5","3","5","3","2","8","28.57","50","6.00","1.94","109","76","27","1","2","5","4","2","2","0","0","2","12","9","47","52","53","0","0","-"
"783","Jan Rutta","T.B","D","35","561.13333333333","0","8","4","4","8","28.57","46","0.00","1.89","103","72","27","4","0","5","22","11","11","0","0","6","11","1","30","63","32","0","0","-"
"785","Eetu Luostarinen","FLA","C","44","578.01666666667","3","5","1","4","8","57.14","34","8.82","3.64","63","48","38","17","2","8","12","6","6","0","0","13","11","25","55","58","25","191","207","47.99"
"901","Jamie Drysdale","ANA","D","24","469.98333333333","3","5","1","4","8","50.00","28","10.71","1.29","69","47","7","0","1","0","6","3","3","0","0","2","19","6","7","16","23","0","0","-"
"903","Alexander Barabanov","S.J, TOR","L","22","270.85","3","5","2","3","8","47.06","23","13.04","2.62","42","30","29","14","1","5","6","3","3","0","0","3","9","9","7","25","14","0","0","-"
"88","Riley Nash","CBJ","C","37","466.06666666667","2","5","4","1","7","43.75","40","5.00","2.95","58","51","31","11","2","3","4","2","2","0","0","3","4","9","33","51","21","162","164","49.69"
"154","Kyle Clifford","STL","L","50","496.58333333333","4","3","3","0","7","63.64","65","6.15","4.55","105","87","51","23","4","5","30","9","5","4","0","10","13","8","69","58","17","6","6","50.00"
"187","Cody Eakin","BUF","C","46","594.96666666667","3","4","2","2","7","41.18","39","7.69","3.44","59","51","27","15","5","4","14","7","7","0","0","4","14","16","33","24","20","271","228","54.31"
"190","Ben Chiarot","MTL","D","41","893.28333333333","1","6","4","2","7","28.00","81","1.23","2.6","157","111","40","4","2","6","50","18","14","4","0","7","51","9","77","84","60","0","0","-"
"237","Joakim Nordstrom","CGY","C","44","508.46666666667","1","6","1","5","7","50.00","46","2.17","4.58","81","68","44","26","0","2","6","3","3","0","0","8","11","10","92","39","30","5","10","33.33"
"259","Josh Manson","ANA","D","23","413.58333333333","1","6","4","2","7","38.89","19","5.26","0.63","48","26","13","2","0","3","30","12","10","2","0","4","13","6","61","39","31","0","0","-"
"266","Tobias Rieder","BUF","L","44","538.96666666667","5","2","1","1","7","53.85","63","7.94","5.38","87","77","53","28","6","3","2","1","1","0","0","6","2","18","21","33","34","1","7","12.50"
"290","Matt Nieto","S.J","L","28","391.93333333333","5","2","2","0","7","70.00","45","11.11","4.49","57","52","39","26","0","4","4","2","2","0","0","1","5","7","25","31","19","4","3","57.14"
"400","Connor Clifton","BOS","D","44","801.35","1","6","2","4","7","22.58","48","2.08","1.73","103","72","20","3","5","6","38","14","12","2","0","7","15","13","108","113","52","0","0","-"
"417","Ben Harpur","NSH","D","34","558.65","0","7","3","4","7","35.00","33","0.00","0.96","57","45","11","1","2","2","17","7","6","1","0","5","28","9","44","42","29","0","0","-"
"434","Tyler Bertuzzi","DET","L","9","176.53333333333","5","2","1","1","7","77.78","20","25.00","2.86","34","27","26","11","0","3","4","2","2","0","0","1","8","6","13","9","3","1","1","50.00"
"538","Matthew Highmore","CHI, VAN","C","42","488.56666666667","3","4","0","4","7","53.85","40","7.50","3.95","71","60","41","22","3","3","8","4","4","0","0","10","11","11","43","75","21","5","5","50.00"
"593","Jacob Larsson","ANA","D","46","799.8","1","6","2","4","7","29.17","42","2.38","1.42","104","70","13","0","1","6","14","7","7","0","0","0","24","4","37","72","59","0","0","-"
"645","Wade Allison","PHI","R","14","181.05","4","3","2","1","7","100.00","24","16.67","2.44","39","31","18","13","1","4","4","2","2","0","0","1","3","6","28","21","10","0","1","0.00"
"662","Brett Howden","NYR","C","42","527.5","1","6","3","3","7","50.00","33","3.03","4.75","54","48","37","25","2","1","11","4","3","1","0","8","6","6","57","57","35","118","135","46.64"
"718","Tanner Jeannot","NSH","L","15","181.95","5","2","2","0","7","63.64","23","21.74","2.18","33","27","23","15","0","3","2","1","1","0","0","2","5","0","53","17","7","1","2","33.33"
"733","Conor Timmins","COL","D","31","420.15","0","7","2","5","7","38.89","31","0.00","1.09","70","45","19","4","0","5","8","4","4","0","0","2","4","6","18","41","22","0","0","-"
"745","Jesper Boqvist","N.J","C","28","312.33333333333","4","3","2","1","7","70.00","34","11.76","3.54","63","52","39","18","0","1","2","1","1","0","0","4","10","8","15","34","10","28","45","38.36"
"772","Ian Mitchell","CHI","D","39","586.08333333333","3","4","1","3","7","38.89","23","13.04","1.19","54","31","17","2","0","3","14","7","7","0","0","4","12","2","18","44","37","0","0","-"
"879","Shane Pinto","OTT","C","12","150.25","1","6","2","4","7","63.64","11","9.09","1.7","31","21","17","6","1","0","10","5","5","0","0","2","3","7","11","23","9","45","65","40.91"
"7","Frans Nielsen","DET","C","29","351.91666666667","1","5","3","2","6","66.67","24","4.17","2.52","37","34","20","11","1","4","0","0","0","0","0","4","4","7","23","22","12","21","19","52.50"
"46","Marc-Edouard Vlasic","S.J","D","51","892.98333333333","1","5","2","3","6","20.69","37","2.70","1.36","87","62","15","4","2","4","8","4","4","0","0","2","15","10","40","51","64","0","0","-"
"80","Justin Braun","PHI","D","53","982.06666666667","1","5","1","4","6","16.67","59","1.69","1.71","119","82","22","4","2","7","18","9","9","0","0","2","31","7","78","60","73","0","0","-"
"132","Derek Stepan","OTT","C","20","301.28333333333","1","5","3","2","6","50.00","44","2.27","3.82","70","57","36","14","4","2","8","4","4","0","0","1","6","10","25","15","16","130","130","50.00"
"182","Sami Vatanen","DAL, N.J","D","39","663.6","2","4","4","0","6","24.00","55","3.64","1.75","102","69","19","3","3","4","20","9","9","0","0","3","21","8","27","35","49","0","0","-"
"185","David Savard","CBJ, T.B","D","54","1071.6833333333","1","5","0","5","6","24.00","69","1.45","3.2","124","92","32","7","3","2","24","12","12","0","0","5","24","7","132","79","109","0","0","-"
"230","Brett Connolly","CHI, FLA","R","31","376.48333333333","3","3","3","0","6","40.00","26","11.54","3.14","57","35","31","12","0","3","4","2","2","0","0","3","8","7","44","30","8","4","9","30.77"
