"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"243","Sam Carrick","ANA","C","13","167.98333333333","2","4","2","2","6","66.67","23","8.70","1.48","35","27","18","7","1","2","28","7","4","2","1","9","6","2","29","16","3","33","30","52.38"
"325","Hampus Lindholm","ANA","D","18","396.53333333333","2","4","1","3","6","46.15","29","6.90","1.88","68","49","14","3","4","4","16","8","8","0","0","2","15","7","9","32","19","0","0","-"
"387","Carter Rowney","ANA","C","19","271.18333333333","0","6","5","1","6","85.71","10","0.00","0.98","18","11","10","6","0","1","2","1","1","0","0","2","3","8","45","23","21","8","6","57.14"
"519","Sam Lafferty","PIT","C, R","34","332.38333333333","0","6","3","3","6","66.67","33","0.00","2.59","57","45","37","8","1","3","25","11","10","1","0","8","6","7","89","56","11","55","50","52.38"
"551","Travis Dermott","TOR","D","51","674.41666666667","2","4","1","3","6","28.57","36","5.56","1.42","81","53","20","3","3","2","19","8","7","1","0","4","27","4","44","80","35","0","0","-"
"660","Kale Clague","L.A","D","18","309.66666666667","0","6","2","4","6","42.86","24","0.00","0.73","46","33","9","0","1","4","4","2","2","0","0","2","7","1","9","16","13","0","0","-"
"683","Noah Gregor","S.J","C","30","351.73333333333","5","1","0","1","6","75.00","60","8.33","4.16","98","79","44","17","2","3","6","3","3","0","0","4","6","11","47","23","19","21","49","30.00"
"716","Dylan Coghlan","VGK","D","29","391.15","3","3","1","2","6","42.86","31","9.68","1.48","75","44","29","3","2","6","2","1","1","0","0","1","4","5","29","35","16","0","1","0.00"
"759","Alex Formenton","OTT","L","20","239.88333333333","4","2","1","1","6","50.00","27","14.81","2.31","39","33","26","13","4","1","6","3","3","0","0","5","6","11","23","14","8","1","4","20.00"
"773","Lias Andersson","L.A","C","23","277.51666666667","3","3","3","0","6","46.15","23","13.04","2.93","37","31","26","18","1","5","12","6","6","0","0","8","5","3","8","25","9","20","32","38.46"
"782","Radim Simek","S.J","D","40","568.48333333333","2","4","1","3","6","33.33","26","7.69","1.14","50","36","15","3","2","1","15","6","5","1","0","7","13","7","76","66","49","0","0","-"
"819","Nicolas Beaudin","CHI","D","19","261.8","2","4","1","3","6","35.29","7","28.57","0.4","22","10","10","4","0","2","2","1","1","0","0","0","19","4","14","25","21","0","0","-"
"848","Alexander Romanov","MTL","D","54","931.83333333333","1","5","3","2","6","15.38","71","1.41","2.56","191","113","47","2","1","8","21","9","8","1","0","8","49","8","138","148","60","0","0","-"
"881","Tobias Bjornfot","L.A","D","33","555.81666666667","1","5","2","3","6","42.86","30","3.33","1.12","55","42","13","0","1","6","14","7","7","0","0","2","13","5","28","59","34","0","0","-"
"884","Arttu Ruotsalainen","BUF","C","17","237.68333333333","5","1","1","0","6","54.55","28","17.86","2.09","46","35","25","10","2","4","8","4","4","0","0","3","5","4","16","14","4","4","6","40.00"
"907","Mikko Lehtonen","CBJ, TOR","D","26","412.9","0","6","3","3","6","37.50","33","0.00","1.43","58","44","14","1","0","2","8","4","4","0","0","2","10","8","30","47","15","0","0","-"
"23","Nate Thompson","WPG","C","44","426.3","2","3","2","1","5","45.45","20","10.00","2.02","38","29","28","11","0","0","4","2","2","0","0","1","10","8","60","23","20","143","141","50.35"
"35","Andrej Sekera","DAL","D","46","719.43333333333","3","2","1","1","5","16.13","33","9.09","1.39","76","45","14","3","1","7","4","2","2","0","0","1","20","8","47","53","62","0","0","-"
"50","Niklas Hjalmarsson","ARI","D","41","711.78333333333","0","5","4","1","5","33.33","29","0.00","1.16","67","48","10","0","0","5","18","9","9","0","0","3","28","10","15","36","69","0","0","-"
"53","Ryan Reaves","VGK","R","37","367.38333333333","1","4","1","3","5","35.71","26","3.85","3.33","54","36","37","20","4","7","27","9","6","3","0","7","4","11","141","33","15","4","9","30.77"
"56","Andy Greene","NYI","D","55","967.03333333333","1","4","2","2","5","15.15","50","2.00","2.11","125","78","19","6","1","4","6","3","3","0","0","1","19","6","41","75","99","0","0","-"
"77","Steven Kampfer","BOS","D","20","334.3","2","3","2","1","5","31.25","28","7.14","1.02","49","40","7","1","1","1","4","2","2","0","0","3","5","6","20","40","24","0","0","-"
"90","Kyle Turris","EDM","C","27","332.61666666667","2","3","3","0","5","62.50","27","7.41","2.43","51","37","28","12","3","3","10","5","5","0","0","2","7","8","16","17","8","97","107","47.55"
"98","Robert Bortuzzo","STL","D","40","566.51666666667","1","4","1","3","5","35.71","31","3.23","1.32","70","41","26","5","0","3","47","15","11","3","1","6","17","7","85","53","49","0","0","-"
"112","Jay Beagle","VAN","C","30","375.56666666667","1","4","3","1","5","55.56","21","4.76","3.37","38","32","27","16","2","3","8","4","4","0","0","7","4","11","34","16","8","173","135","56.17"
"166","Zack Kassian","EDM","R","27","320.08333333333","2","3","3","0","5","62.50","18","11.11","2.13","38","30","22","11","1","1","15","6","5","1","0","1","7","3","73","18","3","0","2","0.00"
"195","Justin Dowling","DAL","C","27","298.91666666667","1","4","3","1","5","55.56","27","3.70","2.29","55","40","20","8","5","3","6","3","3","0","0","3","6","6","17","23","3","43","43","50.00"
"213","Jon Merrill","DET, MTL","D","49","894.56666666667","0","5","4","1","5","18.52","41","0.00","1.58","92","63","17","2","2","6","16","8","8","0","0","4","31","7","34","80","70","0","0","-"
"225","Chris Wagner","BOS","R","41","479.16666666667","2","3","0","3","5","50.00","57","3.51","4.44","86","72","42","18","6","0","24","9","7","2","0","6","7","14","75","70","21","41","38","51.90"
"242","Marcus Sorensen","S.J","L","29","350.6","1","4","3","1","5","41.67","26","3.85","3.44","50","43","31","17","3","6","16","5","3","2","0","6","9","11","22","20","11","3","4","42.86"
"375","Ben Hutton","ANA, TOR","D","38","701.25","1","4","1","3","5","29.41","54","1.85","2.1","101","68","21","7","1","4","11","4","3","1","0","3","22","8","44","62","39","0","0","-"
"407","John Hayden","ARI","C","29","284.6","2","3","2","1","5","62.50","21","9.52","1.58","38","28","21","7","1","3","37","11","6","5","0","9","4","4","84","33","16","4","9","30.77"
"427","Robert Hagg","PHI","D","34","532.65","2","3","2","1","5","27.78","29","6.90","1.68","77","52","22","2","3","2","18","9","9","0","0","3","20","5","100","43","31","0","0","-"
"466","Ryan Carpenter","CHI","C","40","507.65","4","1","0","1","5","45.45","51","7.84","4.68","75","66","46","20","1","5","19","8","7","1","0","5","7","4","78","44","17","61","65","48.41"
"479","Jake Virtanen","VAN","R","38","465.6","5","0","0","0","5","45.45","50","10.00","5.27","98","72","63","26","4","8","41","14","12","1","1","12","11","15","83","46","12","9","4","69.23"
"498","Jayce Hawryluk","VAN","C","30","289.21666666667","2","3","3","0","5","55.56","18","11.11","2.03","33","24","22","10","0","2","9","3","2","1","0","3","12","5","43","17","11","1","1","50.00"
"506","Juho Lammikko","FLA","C","44","476.56666666667","4","1","0","1","5","45.45","43","9.30","3.35","70","57","39","17","2","3","10","5","5","0","0","4","12","7","50","21","16","124","152","44.93"
"607","Dean Kukan","CBJ","D","35","496.61666666667","1","4","1","3","5","31.25","29","3.45","0.89","50","36","10","0","1","1","10","5","5","0","0","4","17","6","36","36","38","0","0","-"
"635","Adam Brooks","TOR","C","11","117.43333333333","4","1","0","1","5","62.50","10","40.00","1.03","14","10","11","5","0","2","0","0","0","0","0","1","4","4","14","20","2","7","10","41.18"
"667","Trent Frederic","BOS","C","42","472.71666666667","4","1","1","0","5","71.43","44","9.09","3.18","75","63","34","14","2","1","65","12","5","3","4","15","7","9","61","54","15","37","33","52.86"
"675","Victor Mete","MTL, OTT","D","28","442.36666666667","1","4","1","3","5","23.81","20","5.00","1.02","42","28","16","4","3","1","8","4","4","0","0","0","10","7","19","38","35","0","0","-"
"719","Mathieu Olivier","NSH","R","30","327.61666666667","3","2","1","1","5","50.00","25","12.00","2.17","38","33","23","12","1","1","70","20","14","4","2","7","3","1","62","30","19","4","4","50.00"
"768","Pierre-Olivier Joseph","PIT","D","16","268.61666666667","1","4","4","0","5","45.45","27","3.70","1.12","48","39","10","1","0","2","6","3","3","0","0","4","8","4","22","13","7","0","0","-"
"789","Emil Bemstrom","CBJ","C","20","257.11666666667","3","2","1","1","5","55.56","28","10.71","3.03","54","42","30","13","0","4","0","0","0","0","0","1","5","2","15","24","8","0","0","-"
"815","Evan Bouchard","EDM","D","14","207.68333333333","2","3","1","2","5","71.43","38","5.26","1.36","69","49","10","1","0","3","2","1","1","0","0","1","10","4","11","9","11","0","0","-"
"830","Ty Dellandrea","DAL","C","26","324.63333333333","3","2","2","0","5","35.71","31","9.68","2.84","59","42","31","12","0","2","23","10","9","1","0","6","6","4","47","39","10","45","55","45.00"
"857","Logan O'Connor","COL","R","22","240.7","3","2","2","0","5","62.50","37","8.11","4.52","63","53","43","26","2","7","6","3","3","0","0","5","2","14","29","27","12","2","2","50.00"
"871","Cole Caufield","MTL","R","10","139.6","4","1","1","0","5","62.50","30","13.33","2.71","56","46","25","9","2","3","2","1","1","0","0","1","4","3","3","3","0","0","0","-"
"21","David Backes","ANA","R","15","191.01666666667","3","1","0","1","4","66.67","30","10.00","2.86","49","39","25","11","3","3","4","2","2","0","0","0","5","5","31","20","16","81","79","50.63"
"22","Brad Richardson","NSH","R","17","208.48333333333","1","3","3","0","4","66.67","18","5.56","1.35","27","23","17","6","1","0","4","2","2","0","0","1","1","4","14","7","9","76","72","51.35"
"110","Jason Demers","ARI","D","41","706.76666666667","0","4","2","2","4","19.05","44","0.00","1.87","95","63","21","4","2","8","26","12","12","0","0","2","14","10","69","54","30","0","0","-"
"116","Zach Bogosian","TOR","D","45","654.16666666667","0","4","2","2","4","14.81","36","0.00","1.57","85","59","18","3","1","3","49","15","12","1","2","4","19","7","67","36","31","0","0","-"
"117","Luke Schenn","T.B","D","38","408.76666666667","2","2","2","0","4","25.00","43","4.65","1.63","91","65","27","6","4","6","51","14","8","5","1","6","10","6","99","63","17","0","0","-"
"134","Michael Stone","CGY","D","21","337.66666666667","2","2","1","1","4","28.57","41","4.88","1.48","78","55","14","1","1","2","6","3","3","0","0","2","14","5","24","26","27","0","0","-"
"147","Antoine Roussel","VAN","L","35","402.7","1","3","3","0","4","36.36","28","3.57","2.87","49","41","27","15","2","2","37","13","11","1","1","5","14","9","63","43","18","2","2","50.00"
"167","Dmitry Kulikov","EDM, N.J","D","48","920.05","0","4","1","3","4","13.33","51","0.00","1.89","110","71","27","6","3","7","28","14","14","0","0","2","31","8","93","79","49","0","0","-"
"228","Erik Gudbranson","NSH, OTT","D","45","805.88333333333","1","3","1","2","4","16.00","58","1.72","1.45","121","77","23","1","2","7","59","20","16","3","1","14","33","6","111","85","64","0","0","-"
"233","Mark Pysyk","DAL","D","36","421.58333333333","3","1","1","0","4","26.67","51","5.88","3.52","81","64","39","15","4","8","20","10","10","0","0","3","14","6","36","40","16","0","0","-"
"241","Jani Hakanpaa","ANA, CAR","D","57","1027.2","2","2","2","0","4","10.26","54","3.70","2.81","122","80","28","6","6","7","35","16","15","1","0","5","36","3","215","123","83","0","0","-"
"247","Anthony Bitetto","NYR","D","14","202.16666666667","1","3","1","2","4","57.14","12","8.33","0.58","25","17","9","3","0","1","20","7","5","2","0","5","3","2","21","26","10","0","0","-"
"253","Kevan Miller","BOS","D","28","533.81666666667","1","3","0","3","4","28.57","27","3.70","1.03","66","46","11","2","0","2","20","7","5","2","0","6","12","6","64","74","37","0","0","-"
"258","Nikita Nesterov","CGY","D","38","603.51666666667","0","4","2","2","4","20.00","33","0.00","1.24","91","62","16","1","0","4","20","10","10","0","0","2","25","7","41","24","29","0","0","-"
"264","Tyler Graovac","VAN","C","14","136.15","3","1","1","0","4","80.00","17","17.65","1.9","26","22","20","12","1","1","6","3","3","0","0","4","3","6","13","8","5","42","50","45.65"
"269","Andrew Shaw","CHI","R","14","211.55","2","2","2","0","4","40.00","25","8.00","1.96","39","30","22","10","1","1","6","3","3","0","0","5","3","3","20","21","4","30","26","53.57"
"333","Olli Maatta","L.A","D","41","673.9","0","4","1","3","4","14.81","43","0.00","1.8","78","65","20","6","1","2","6","3","3","0","0","5","23","4","41","84","53","0","0","-"
"372","Matthew Benning","NSH","D","53","865.4","1","3","0","3","4","16.00","43","2.33","1.21","97","64","12","1","1","6","30","11","10","0","1","10","28","3","55","73","53","0","0","-"
"381","Kurtis MacDermid","L.A","D","28","373.93333333333","2","2","0","2","4","30.77","16","12.50","1.38","42","29","8","1","0","2","36","12","8","4","0","6","17","2","46","16","35","0","0","-"
"478","Michael Dal Colle","NYI","L","26","309.53333333333","1","3","1","2","4","40.00","19","5.26","2.34","41","32","30","14","0","4","4","2","2","0","0","2","5","4","32","21","9","1","3","25.00"
"480","Haydn Fleury","ANA, CAR","D","47","723.68333333333","3","1","0","1","4","25.00","62","4.84","2.22","126","86","28","4","1","5","8","4","4","0","0","3","27","7","63","75","55","0","0","-"
"528","Anthony Angello","PIT","C","19","151.68333333333","2","2","2","0","4","66.67","19","10.53","1.15","27","22","16","5","0","2","8","4","4","0","0","1","1","1","51","22","2","0","0","-"
"567","Brandon Carlo","BOS","D","27","505.15","3","1","0","1","4","21.05","43","6.98","1.28","90","67","17","1","3","2","12","6","6","0","0","3","8","6","38","49","35","0","0","-"
"574","Caleb Jones","EDM","D","33","449.03333333333","0","4","3","1","4","36.36","23","0.00","0.71","55","31","12","2","0","3","6","3","3","0","0","5","35","9","27","53","35","0","0","-"
"599","Gabriel Carlsson","CBJ","D","14","208.06666666667","1","3","0","3","4","57.14","14","7.14","0.4","28","19","6","1","1","0","4","2","2","0","0","1","2","4","11","20","12","0","0","-"
"637","Ryan Lomberg","FLA","L","34","330.41666666667","2","2","2","0","4","33.33","47","4.26","4.42","68","63","44","18","5","9","67","18","11","5","2","13","2","8","90","28","10","0","1","0.00"
"651","Libor Hajek","NYR","D","44","671.93333333333","2","2","1","1","4","17.39","33","6.06","1.43","56","46","11","2","1","1","10","5","5","0","0","5","17","5","26","76","48","0","0","-"
"674","Josh Mahura","ANA","D","13","206.66666666667","1","3","2","1","4","40.00","14","7.14","0.42","34","21","9","1","2","0","4","2","2","0","0","1","9","1","10","29","9","0","0","-"
"676","Logan Stanley","WPG","D","37","489.23333333333","1","3","0","3","4","14.81","63","1.59","1.76","131","96","23","1","2","5","26","10","8","2","0","6","21","7","49","46","31","0","0","-"
"677","Givani Smith","DET","R","16","169.41666666667","1","3","2","1","4","80.00","20","5.00","1.14","27","22","15","8","2","2","21","6","3","3","0","5","5","1","28","23","4","0","0","-"
"826","Vitali Kravtsov","NYR","R","20","247.93333333333","2","2","0","2","4","66.67","23","8.70","1.61","42","31","23","6","2","1","4","2","2","0","0","0","13","7","7","17","6","0","2","0.00"
"828","Grigori Denisenko","FLA","L","7","83.583333333333","0","4","1","3","4","66.67","6","0.00","0.29","11","8","5","1","0","0","2","1","1","0","0","0","0","3","15","10","2","1","1","50.00"
"832","Liam Foudy","CBJ","C","24","302.23333333333","0","4","3","1","4","40.00","40","0.00","3.27","63","51","36","19","3","3","6","3","3","0","0","5","5","6","13","23","5","2","8","20.00"
"836","Rasmus Sandin","TOR","D","9","131.95","0","4","1","3","4","44.44","9","0.00","0.4","14","11","6","0","0","1","0","0","0","0","0","1","2","2","11","19","7","0","0","-"
"889","Zac Jones","NYR","D","10","149.83333333333","0","4","1","3","4","66.67","12","0.00","0.49","23","15","7","1","1","0","2","1","1","0","0","0","10","1","8","11","8","0","0","-"
"905","Radim Zohorna","PIT","L","8","72.233333333333","2","2","2","0","4","50.00","8","25.00","0.98","11","10","8","5","0","0","4","2","2","0","0","1","0","3","7","3","0","5","3","62.50"
"52","Nathan Gerbe","CBJ","C","9","100.03333333333","1","2","1","1","3","100.00","9","11.11","0.54","14","13","7","3","0","1","2","1","1","0","0","1","1","2","8","2","2","7","6","53.85"
"57","Alex Biega","DET","D","13","138.6","0","3","2","1","3","60.00","4","0.00","0.14","18","9","4","0","0","1","4","2","2","0","0","2","4","0","22","10","11","0","0","-"
"130","Zac Dalpe","CBJ","C","12","127.48333333333","2","1","0","1","3","100.00","22","9.09","1.73","31","25","17","7","2","4","0","0","0","0","0","1","2","5","11","8","8","18","22","45.00"
"138","Matt Calvert","COL","L","18","248.58333333333","0","3","2","1","3","75.00","26","0.00","2.59","45","32","32","15","3","3","6","3","3","0","0","5","0","6","12","26","8","0","1","0.00"
"139","Greg Pateryn","COL, MIN, S.J","D","13","183.8","0","3","1","2","3","60.00","13","0.00","0.71","29","21","10","2","0","2","6","3","3","0","0","0","5","3","17","14","17","0","0","-"
"260","Max McCormick","CAR","L","12","93.833333333333","2","1","0","1","3","100.00","5","40.00","0.41","7","5","5","2","1","0","9","3","2","1","0","1","0","1","16","11","2","1","1","50.00"
"274","Steven Fogarty","BUF","C","9","105.56666666667","1","2","2","0","3","60.00","5","20.00","0.67","8","8","5","3","1","1","8","4","4","0","0","3","0","5","4","3","10","7","5","58.33"
"293","Scott Harrington","CBJ","D","12","196.11666666667","1","2","2","0","3","33.33","8","12.50","0.2","16","11","3","0","0","0","6","3","3","0","0","1","1","0","9","14","20","0","0","-"
"319","Matt Tennyson","N.J","D","21","304.6","1","2","2","0","3","18.75","14","7.14","0.48","29","22","4","0","2","1","2","1","1","0","0","1","8","1","32","26","25","0","0","-"
"361","Jake McCabe","BUF","D","13","249.36666666667","1","2","0","2","3","30.00","15","6.67","0.65","29","21","9","3","0","1","9","3","2","1","0","4","4","6","22","18","15","0","0","-"
"367","Gemel Smith","T.B","C","5","50.216666666667","0","3","2","1","3","75.00","0","-","0.03","1","1","1","0","0","1","11","4","3","1","0","2","1","1","6","5","1","17","23","42.50"
"380","Liam O'Brien","COL","C","12","78.833333333333","0","3","2","1","3","100.00","6","0.00","0.41","11","8","4","3","1","1","40","9","5","2","2","9","1","0","28","6","2","0","0","-"
"465","Trevor van Riemsdyk","WSH","D","20","341.53333333333","1","2","0","2","3","30.00","23","4.35","0.69","49","36","11","1","1","5","2","1","1","0","0","1","7","2","13","18","27","0","0","-"
"511","Mark Friedman","PHI, PIT","D","9","99.416666666667","2","1","0","1","3","42.86","9","22.22","1.41","12","11","4","3","0","0","9","3","2","1","0","6","2","0","14","27","7","0","1","0.00"
"512","Michael Amadio","L.A, OTT","C","25","313.71666666667","0","3","2","1","3","37.50","24","0.00","2.3","41","32","26","9","1","4","4","2","2","0","0","2","8","3","8","29","16","94","94","50.00"
"514","Lucas Wallmark","CHI, FLA","C","20","227.7","0","3","1","2","3","42.86","11","0.00","0.72","20","14","8","2","0","0","6","3","3","0","0","2","5","5","25","22","6","67","95","41.36"
"524","Clark Bishop","OTT","C","13","123.13333333333","0","3","3","0","3","42.86","16","0.00","1.43","25","20","19","11","3","1","4","2","2","0","0","3","6","3","23","21","8","36","35","50.70"
"613","Christian Wolanin","L.A, OTT","D","18","238.85","0","3","2","1","3","27.27","16","0.00","0.75","32","21","9","3","1","2","8","4","4","0","0","1","13","1","3","12","7","0","0","-"
"614","Alexandre Carrier","NSH","D","19","380.9","1","2","1","1","3","21.43","31","3.23","2.14","68","48","20","6","1","5","8","4","4","0","0","5","9","10","22","33","31","0","0","-"
"617","Niko Mikkola","STL","D","30","435.53333333333","1","2","1","1","3","27.27","22","4.55","0.86","47","34","8","3","1","3","11","4","3","1","0","7","18","3","49","70","36","0","0","-"
"632","Lane Pederson","ARI","C","15","166.15","1","2","1","1","3","30.00","15","6.67","2","26","24","16","10","1","1","2","1","1","0","0","1","2","3","39","12","2","39","39","50.00"
"638","Dan Renouf","COL","D","18","182.95","0","3","1","2","3","42.86","12","0.00","0.24","18","14","4","0","2","3","16","5","3","2","0","3","3","1","20","14","3","0","0","-"
"663","Olli Juolevi","VAN","D","23","303.81666666667","2","1","1","0","3","27.27","24","8.33","1.22","57","35","12","2","0","1","0","0","0","0","0","1","9","2","23","52","30","0","0","-"
"664","Kieffer Bellows","NYI","L","14","154.28333333333","3","0","0","0","3","60.00","19","15.79","1.4","36","25","21","10","0","2","4","2","2","0","0","4","2","2","36","11","5","2","2","50.00"
"671","Andrew Peeke","CBJ","D","11","188.68333333333","0","3","0","3","3","42.86","5","0.00","0.24","13","9","3","1","0","0","4","2","2","0","0","1","6","5","35","16","15","0","0","-"
"684","Dennis Cholowski","DET","D","16","254.35","1","2","2","0","3","50.00","10","10.00","0.46","22","15","7","0","0","1","4","2","2","0","0","0","6","3","5","9","18","0","0","-"
"722","Alex Barre-Boulet","T.B","C","15","228.78333333333","3","0","0","0","3","27.27","26","11.54","2.96","47","37","32","8","0","3","0","0","0","0","0","0","4","4","8","10","5","1","3","25.00"
"735","Cal Foote","T.B","D","35","451.11666666667","1","2","1","1","3","13.64","40","2.50","1.54","78","61","22","3","2","5","29","9","7","1","1","5","5","1","39","57","29","0","0","-"
"754","Jack Studnicka","BOS","C","20","255","1","2","1","1","3","75.00","28","3.57","2.75","51","40","32","15","2","3","0","0","0","0","0","3","3","7","7","24","10","46","55","45.54"
"767","Jack Rathbone","VAN","D","8","124.05","1","2","0","2","3","42.86","17","5.88","0.81","31","21","10","0","0","1","0","0","0","0","0","2","6","2","9","20","8","0","0","-"
"784","Gustav Lindstrom","DET","D","13","209.53333333333","0","3","2","1","3","37.50","8","0.00","0.33","20","14","2","1","0","1","0","0","0","0","0","1","8","0","14","16","17","0","0","-"
"805","Kiefer Sherwood","COL","L","16","140.75","0","3","1","2","3","50.00","18","0.00","2.27","40","24","17","10","2","3","0","0","0","0","0","1","2","3","40","13","6","1","1","50.00"
"831","Barrett Hayton","ARI","C","14","160.85","2","1","0","1","3","42.86","10","20.00","0.89","20","16","12","4","0","0","0","0","0","0","0","3","4","4","15","14","3","40","40","50.00"
"842","Jordan Gross","ARI","D","7","92.316666666667","0","3","1","2","3","75.00","10","0.00","0.24","23","15","2","0","0","2","2","1","1","0","0","0","4","0","6","7","8","0","0","-"
"882","Alex Newhook","COL","C","6","82.066666666667","0","3","1","2","3","50.00","8","0.00","0.97","21","16","11","5","1","0","2","1","1","0","0","1","0","2","3","7","1","16","21","43.24"
"892","Gaetan Haas","EDM","C","34","385.88333333333","2","1","1","0","3","60.00","24","8.33","2.46","50","34","24","11","2","1","10","5","5","0","0","4","10","9","31","46","29","139","167","45.42"
"896","Connor Mackey","CGY","D","6","84.966666666667","1","2","1","1","3","60.00","4","25.00","0.38","11","9","2","1","0","0","20","7","5","2","0","4","4","0","8","9","0","0","0","-"
"911","Mike Hardman","CHI","L","8","87.9","1","2","1","1","3","75.00","5","20.00","1.01","10","8","5","5","0","0","0","0","0","0","0","1","1","2","38","15","6","1","1","50.00"
"5","Mikko Koivu","CBJ","C","7","87.233333333333","1","1","1","0","2","50.00","3","33.33","0.14","7","4","5","0","0","0","2","1","1","0","0","1","2","3","10","2","1","32","38","45.71"
"11","Braydon Coburn","NYI, OTT","D","19","304.85","0","2","1","1","2","18.18","18","0.00","0.71","38","27","6","3","0","3","14","7","7","0","0","1","14","4","27","20","20","0","0","-"
"89","Thomas Hickey","NYI","D","5","81.3","0","2","1","1","2","33.33","2","0.00","0.11","6","4","1","1","0","1","0","0","0","0","0","0","1","0","10","11","3","0","0","-"
"95","Carl Gunnarsson","STL","D","12","173.11666666667","0","2","0","2","2","33.33","6","0.00","0.3","17","10","5","1","1","0","6","3","3","0","0","1","2","1","9","22","16","0","0","-"
"109","Nick Holden","VGK","D","17","269.33333333333","0","2","2","0","2","18.18","23","0.00","1.26","46","32","12","3","0","1","2","1","1","0","0","1","0","3","28","28","20","0","0","-"
"170","John Moore","BOS","D","5","104.93333333333","0","2","2","0","2","40.00","8","0.00","0.23","15","10","3","0","0","0","2","1","1","0","0","0","4","0","9","11","6","0","0","-"
"199","Nate Prosser","PHI","D","6","78.316666666667","1","1","1","0","2","100.00","5","20.00","0.34","9","6","2","1","0","1","0","0","0","0","0","1","4","0","3","12","10","0","0","-"
"200","Matt Irwin","BUF","D","24","390.01666666667","0","2","2","0","2","16.67","27","0.00","0.97","46","36","11","3","2","3","19","8","7","1","0","3","7","7","56","30","43","0","0","-"
"232","Tyler Seguin","DAL","C","3","51.216666666667","2","0","0","0","2","100.00","8","25.00","0.67","12","8","7","3","0","0","0","0","0","0","0","0","1","1","8","1","1","19","16","54.29"
"251","Michael Sgarbossa","WSH","C","5","48.983333333333","0","2","0","2","2","40.00","4","0.00","0.23","5","4","4","1","0","1","0","0","0","0","0","0","0","4","1","4","2","10","19","34.48"
"279","Kyle Rau","MIN","C","14","133.81666666667","0","2","1","1","2","50.00","15","0.00","1.33","25","19","14","5","2","4","9","3","2","1","0","3","1","4","23","13","15","0","0","-"
"350","Mackenzie MacEachern","STL","L","21","203.73333333333","1","1","1","0","2","33.33","25","4.00","1.92","28","26","18","8","3","3","8","4","4","0","0","0","1","1","35","26","2","1","1","50.00"
"363","Connor Carrick","N.J","D","11","205.36666666667","1","1","0","1","2","22.22","8","12.50","0.48","21","16","7","1","0","0","5","1","0","1","0","2","8","1","11","21","24","0","0","-"
"382","Jayson Megna","COL","C","7","71.766666666667","0","2","2","0","2","66.67","12","0.00","1.01","15","13","10","7","0","2","0","0","0","0","0","3","0","1","14","5","3","12","10","54.55"
"388","Chad Ruhwedel","PIT","D","17","249.78333333333","0","2","1","1","2","22.22","16","0.00","0.51","43","25","6","1","2","2","14","7","7","0","0","0","2","1","32","23","13","0","0","-"
"510","Jake Walman","STL","D","24","347.1","1","1","1","0","2","25.00","47","2.13","1.89","85","61","25","2","1","2","8","4","4","0","0","6","16","6","26","19","20","0","0","-"
"513","William Lagesson","EDM","D","19","268.85","0","2","2","0","2","22.22","11","0.00","0.43","29","19","6","2","2","0","9","3","2","1","0","4","7","3","15","58","14","0","0","-"
"532","Dylan Sikura","VGK","C","6","61.466666666667","2","0","0","0","2","100.00","8","25.00","0.41","11","8","9","0","0","0","0","0","0","0","0","2","0","5","3","5","1","0","0","-"
"558","Jansen Harkins","WPG","C","26","217.83333333333","1","1","1","0","2","50.00","16","6.25","2.61","29","21","13","5","1","1","4","2","2","0","0","3","2","1","11","11","3","11","7","61.11"
"701","Patrick Russell","EDM","R","8","85.116666666667","0","2","2","0","2","66.67","12","0.00","0.41","16","14","5","0","0","0","0","0","0","0","0","3","3","2","13","17","0","1","3","25.00"
"703","Rem Pitlick","NSH","C","10","113.03333333333","0","2","2","0","2","50.00","11","0.00","0.85","13","11","12","6","0","0","4","2","2","0","0","1","3","0","8","3","1","15","21","41.67"
"714","Rhett Gardner","DAL","C","28","278.96666666667","1","1","0","1","2","33.33","23","4.35","2.29","52","39","25","11","2","6","8","4","4","0","0","7","4","5","52","27","11","43","57","43.00"
"723","Zack MacEwen","VAN","C","34","293.78333333333","1","1","0","1","2","20.00","31","3.23","2.47","56","45","24","11","4","2","44","12","6","6","0","11","6","6","65","26","9","4","4","50.00"
"743","Urho Vaakanainen","BOS","D","9","170.25","0","2","0","2","2","40.00","15","0.00","0.47","26","19","8","0","0","1","2","1","1","0","0","1","4","1","3","16","19","0","0","-"
"756","MacKenzie Entwistle","CHI","R","5","49.083333333333","1","1","1","0","2","100.00","6","16.67","0.49","8","7","5","2","1","1","2","1","1","0","0","0","0","1","10","7","2","6","21","22.22"
"763","Aleksi Heponiemi","FLA","C","9","110.13333333333","1","1","0","1","2","40.00","15","6.67","2.54","21","19","18","9","0","2","2","1","1","0","0","2","3","6","0","6","1","0","0","-"
"766","Alexander Chmelevski","S.J","C","5","48.766666666667","0","2","1","1","2","66.67","8","0.00","0.64","10","9","7","4","0","0","2","1","1","0","0","1","0","2","7","2","1","4","8","33.33"
